group,variable,value
Lorain,4-Jan,342
Lorain,5-Jan,259
Lorain,6-Jan,204
Lorain,7-Jan,193
Lorain,8-Jan,194
Lorain,9-Jan,129
Lorain,10-Jan,100
Lorain,11-Jan,204
Lorain,12-Jan,184
Lorain,13-Jan,166
Lorain,14-Jan,162
Lorain,15-Jan,133
Lorain,16-Jan,57
Lorain,17-Jan,37
Lucas,1-Aug,41
Lucas,2-Aug,38
Lucas,3-Aug,53
Lucas,4-Aug,71
Lucas,5-Aug,66
Lucas,6-Aug,44
Lucas,7-Aug,42
Lucas,8-Aug,47
Lucas,9-Aug,22
Lucas,10-Aug,68
Lucas,11-Aug,41
Lucas,12-Aug,53
Lucas,13-Aug,52
Lucas,14-Aug,46
Lucas,15-Aug,25
Lucas,16-Aug,51
Lucas,17-Aug,56
Lucas,18-Aug,53
Lucas,19-Aug,56
Lucas,20-Aug,50
Lucas,21-Aug,44
Lucas,22-Aug,30
Lucas,23-Aug,26
Lucas,24-Aug,60
Lucas,25-Aug,61
Lucas,26-Aug,49
Lucas,27-Aug,43
Lucas,28-Aug,59
Lucas,29-Aug,26
Lucas,30-Aug,28
Lucas,31-Aug,44
Lucas,1-Sep,42
Lucas,2-Sep,38
Lucas,3-Sep,32
Lucas,4-Sep,28
Lucas,5-Sep,29
Lucas,6-Sep,26
Lucas,7-Sep,21
Lucas,8-Sep,36
Lucas,9-Sep,48
Lucas,10-Sep,24
Lucas,11-Sep,23
Lucas,12-Sep,26
Lucas,13-Sep,13
Lucas,14-Sep,36
Lucas,15-Sep,34
Lucas,16-Sep,42
Lucas,17-Sep,45
Lucas,18-Sep,27
Lucas,19-Sep,21
Lucas,20-Sep,27
Lucas,21-Sep,25
Lucas,22-Sep,27
Lucas,23-Sep,25
Lucas,24-Sep,37
Lucas,25-Sep,36
Lucas,26-Sep,20
Lucas,27-Sep,18
Lucas,28-Sep,27
Lucas,29-Sep,37
Lucas,30-Sep,33
Lucas,1-Oct,29
Lucas,2-Oct,38
Lucas,3-Oct,32
Lucas,4-Oct,27
Lucas,5-Oct,54
Lucas,6-Oct,39
Lucas,7-Oct,37
Lucas,8-Oct,47
Lucas,9-Oct,41
Lucas,10-Oct,28
Lucas,11-Oct,30
Lucas,12-Oct,60
Lucas,13-Oct,65
Lucas,14-Oct,50
Lucas,15-Oct,45
Lucas,16-Oct,71
Lucas,17-Oct,56
Lucas,18-Oct,51
Lucas,19-Oct,93
Lucas,20-Oct,104
Lucas,21-Oct,73
Lucas,22-Oct,69
Lucas,23-Oct,103
Lucas,24-Oct,69
Lucas,25-Oct,65
Lucas,26-Oct,109
Lucas,27-Oct,145
Lucas,28-Oct,129
Lucas,29-Oct,98
Lucas,30-Oct,149
Lucas,31-Oct,123
Lucas,1-Nov,148
Lucas,2-Nov,224
Lucas,3-Nov,213
Lucas,4-Nov,224
Lucas,5-Nov,244
Lucas,6-Nov,282
Lucas,7-Nov,212
Lucas,8-Nov,221
Lucas,9-Nov,339
Lucas,10-Nov,295
Lucas,11-Nov,239
Lucas,12-Nov,231
Lucas,13-Nov,267
Lucas,14-Nov,162
Lucas,15-Nov,178
Lucas,16-Nov,284
Lucas,17-Nov,479
Lucas,18-Nov,319
Lucas,19-Nov,371
Lucas,20-Nov,419
Lucas,21-Nov,179
Lucas,22-Nov,172
Lucas,23-Nov,414
Lucas,24-Nov,393
Lucas,25-Nov,371
Lucas,26-Nov,102
Lucas,27-Nov,351
Lucas,28-Nov,325
Lucas,29-Nov,257
Lucas,30-Nov,460
Lucas,1-Dec,538
Lucas,2-Dec,375
Lucas,3-Dec,358
Lucas,4-Dec,381
Lucas,5-Dec,208
Lucas,6-Dec,197
Lucas,7-Dec,425
Lucas,8-Dec,404
Lucas,9-Dec,408
Lucas,10-Dec,306
Lucas,11-Dec,319
Lucas,12-Dec,181
Lucas,13-Dec,141
Lucas,14-Dec,347
Lucas,15-Dec,326
Lucas,16-Dec,284
Lucas,17-Dec,264
Lucas,18-Dec,240
Lucas,19-Dec,146
Lucas,20-Dec,134
Lucas,21-Dec,375
Lucas,22-Dec,234
Lucas,23-Dec,278
Lucas,24-Dec,156
Lucas,25-Dec,34
Lucas,26-Dec,186
Lucas,27-Dec,144
Lucas,28-Dec,335
Lucas,29-Dec,288
Lucas,30-Dec,324
Lucas,31-Dec,252
Lucas,1-Jan,111
Lucas,2-Jan,269
Lucas,3-Jan,171
Lucas,4-Jan,415
Lucas,5-Jan,361
Lucas,6-Jan,332
Lucas,7-Jan,269
Lucas,8-Jan,288
Lucas,9-Jan,177
Lucas,10-Jan,136
Lucas,11-Jan,274
Lucas,12-Jan,218
Lucas,13-Jan,185
Lucas,14-Jan,143
Lucas,15-Jan,136
Lucas,16-Jan,69
Lucas,17-Jan,29
Madison,1-Aug,5
Madison,2-Aug,4
Madison,3-Aug,5
Madison,4-Aug,8
Madison,5-Aug,7
Madison,6-Aug,16
Madison,7-Aug,14
Madison,8-Aug,12
Madison,9-Aug,3
Madison,10-Aug,182
Madison,11-Aug,9
Madison,12-Aug,3
Madison,13-Aug,1
Madison,14-Aug,16
Madison,15-Aug,6
Madison,16-Aug,1
Madison,17-Aug,9
Madison,18-Aug,13
Madison,19-Aug,5
Madison,20-Aug,3
Madison,21-Aug,8
Madison,22-Aug,4
Madison,23-Aug,1
Madison,24-Aug,12
Madison,25-Aug,7
Madison,26-Aug,4
Madison,27-Aug,5
Madison,28-Aug,7
Madison,29-Aug,3
Madison,30-Aug,1
Madison,31-Aug,7
Madison,1-Sep,3
Madison,2-Sep,5
Madison,3-Sep,8
Madison,4-Sep,4
Madison,5-Sep,4
Madison,6-Sep,0
Madison,7-Sep,0
Madison,8-Sep,8
Madison,9-Sep,4
Madison,10-Sep,6
Madison,11-Sep,0
Madison,12-Sep,5
Madison,13-Sep,3
Madison,14-Sep,8
Madison,15-Sep,6
Madison,16-Sep,6
Madison,17-Sep,10
Madison,18-Sep,1
Madison,19-Sep,4
Madison,20-Sep,2
Madison,21-Sep,20
Madison,22-Sep,12
Madison,23-Sep,11
Madison,24-Sep,14
Madison,25-Sep,7
Madison,26-Sep,1
Madison,27-Sep,6
Madison,28-Sep,21
Madison,29-Sep,7
Madison,30-Sep,10
Madison,1-Oct,7
Madison,2-Oct,8
Madison,3-Oct,5
Madison,4-Oct,9
Madison,5-Oct,15
Madison,6-Oct,10
Madison,7-Oct,9
Madison,8-Oct,11
Madison,9-Oct,10
Madison,10-Oct,3
Madison,11-Oct,6
Madison,12-Oct,7
Madison,13-Oct,7
Madison,14-Oct,8
Madison,15-Oct,11
Madison,16-Oct,6
Madison,17-Oct,4
Madison,18-Oct,3
Madison,19-Oct,10
Madison,20-Oct,10
Madison,21-Oct,8
Madison,22-Oct,8
Madison,23-Oct,9
Madison,24-Oct,2
Madison,25-Oct,6
Madison,26-Oct,15
Madison,27-Oct,16
Madison,28-Oct,14
Madison,29-Oct,7
Madison,30-Oct,3
Madison,31-Oct,9
Madison,1-Nov,6
Madison,2-Nov,24
Madison,3-Nov,12
Madison,4-Nov,12
Madison,5-Nov,11
Madison,6-Nov,22
Madison,7-Nov,15
Madison,8-Nov,16
Madison,9-Nov,29
Madison,10-Nov,17
Madison,11-Nov,30
Madison,12-Nov,33
Madison,13-Nov,37
Madison,14-Nov,17
Madison,15-Nov,15
Madison,16-Nov,38
Madison,17-Nov,28
Madison,18-Nov,35
Madison,19-Nov,43
Madison,20-Nov,54
Madison,21-Nov,21
Madison,22-Nov,21
Madison,23-Nov,42
Madison,24-Nov,64
Madison,25-Nov,65
Madison,26-Nov,23
Madison,27-Nov,43
Madison,28-Nov,26
Madison,29-Nov,30
Madison,30-Nov,52
Madison,1-Dec,41
Madison,2-Dec,50
Madison,3-Dec,51
Madison,4-Dec,54
Madison,5-Dec,20
Madison,6-Dec,24
Madison,7-Dec,41
Madison,8-Dec,33
Madison,9-Dec,42
Madison,10-Dec,34
Madison,11-Dec,42
Madison,12-Dec,21
Madison,13-Dec,16
Madison,14-Dec,51
Madison,15-Dec,35
Madison,16-Dec,26
Madison,17-Dec,29
Madison,18-Dec,25
Madison,19-Dec,14
Madison,20-Dec,19
Madison,21-Dec,38
Madison,22-Dec,34
Madison,23-Dec,28
Madison,24-Dec,26
Madison,25-Dec,17
Madison,26-Dec,14
Madison,27-Dec,19
Madison,28-Dec,33
Madison,29-Dec,32
Madison,30-Dec,39
Madison,31-Dec,39
Madison,1-Jan,16
Madison,2-Jan,32
Madison,3-Jan,25
Madison,4-Jan,41
Madison,5-Jan,27
Madison,6-Jan,34
Madison,7-Jan,20
Madison,8-Jan,23
Madison,9-Jan,16
Madison,10-Jan,14
Madison,11-Jan,20
Madison,12-Jan,20
Madison,13-Jan,16
Madison,14-Jan,19
Madison,15-Jan,18
Madison,16-Jan,8
Madison,17-Jan,12
Mahoning,1-Aug,17
Mahoning,2-Aug,16
Mahoning,3-Aug,25
Mahoning,4-Aug,23
Mahoning,5-Aug,30
Mahoning,6-Aug,24
Mahoning,7-Aug,16
Mahoning,8-Aug,8
Mahoning,9-Aug,9
Mahoning,10-Aug,16
Mahoning,11-Aug,13
Mahoning,12-Aug,17
Mahoning,13-Aug,13
Mahoning,14-Aug,8
Mahoning,15-Aug,12
Mahoning,16-Aug,11
Mahoning,17-Aug,14
Mahoning,18-Aug,14
Mahoning,19-Aug,8
Mahoning,20-Aug,14
Mahoning,21-Aug,23
Mahoning,22-Aug,4
Mahoning,23-Aug,3
Mahoning,24-Aug,13
Mahoning,25-Aug,8
Mahoning,26-Aug,7
Mahoning,27-Aug,3
Mahoning,28-Aug,9
Mahoning,29-Aug,1
Mahoning,30-Aug,12
Mahoning,31-Aug,4
Mahoning,1-Sep,6
Mahoning,2-Sep,6
Mahoning,3-Sep,10
Mahoning,4-Sep,5
Mahoning,5-Sep,5
Mahoning,6-Sep,2
Mahoning,7-Sep,4
Mahoning,8-Sep,7
Mahoning,9-Sep,9
Mahoning,10-Sep,10
Mahoning,11-Sep,6
Mahoning,12-Sep,9
Mahoning,13-Sep,7
Mahoning,14-Sep,11
Mahoning,15-Sep,9
Mahoning,16-Sep,8
Mahoning,17-Sep,10
Mahoning,18-Sep,15
Mahoning,19-Sep,9
Mahoning,20-Sep,12
Mahoning,21-Sep,28
Mahoning,22-Sep,20
Mahoning,23-Sep,12
Mahoning,24-Sep,29
Mahoning,25-Sep,13
Mahoning,26-Sep,13
Mahoning,27-Sep,16
Mahoning,28-Sep,50
Mahoning,29-Sep,23
Mahoning,30-Sep,26
Mahoning,1-Oct,17
Mahoning,2-Oct,32
Mahoning,3-Oct,16
Mahoning,4-Oct,10
Mahoning,5-Oct,31
Mahoning,6-Oct,23
Mahoning,7-Oct,19
Mahoning,8-Oct,20
Mahoning,9-Oct,36
Mahoning,10-Oct,21
Mahoning,11-Oct,21
Mahoning,12-Oct,49
Mahoning,13-Oct,37
Mahoning,14-Oct,30
Mahoning,15-Oct,23
Mahoning,16-Oct,36
Mahoning,17-Oct,21
Mahoning,18-Oct,27
Mahoning,19-Oct,44
Mahoning,20-Oct,47
Mahoning,21-Oct,33
Mahoning,22-Oct,47
Mahoning,23-Oct,41
Mahoning,24-Oct,36
Mahoning,25-Oct,42
Mahoning,26-Oct,65
Mahoning,27-Oct,47
Mahoning,28-Oct,68
Mahoning,29-Oct,58
Mahoning,30-Oct,72
Mahoning,31-Oct,60
Mahoning,1-Nov,73
Mahoning,2-Nov,124
Mahoning,3-Nov,92
Mahoning,4-Nov,109
Mahoning,5-Nov,132
Mahoning,6-Nov,120
Mahoning,7-Nov,100
Mahoning,8-Nov,78
Mahoning,9-Nov,179
Mahoning,10-Nov,169
Mahoning,11-Nov,182
Mahoning,12-Nov,197
Mahoning,13-Nov,216
Mahoning,14-Nov,143
Mahoning,15-Nov,113
Mahoning,16-Nov,310
Mahoning,17-Nov,251
Mahoning,18-Nov,236
Mahoning,19-Nov,261
Mahoning,20-Nov,302
Mahoning,21-Nov,104
Mahoning,22-Nov,135
Mahoning,23-Nov,327
Mahoning,24-Nov,273
Mahoning,25-Nov,325
Mahoning,26-Nov,53
Mahoning,27-Nov,303
Mahoning,28-Nov,162
Mahoning,29-Nov,153
Mahoning,30-Nov,420
Mahoning,1-Dec,276
Mahoning,2-Dec,265
Mahoning,3-Dec,256
Mahoning,4-Dec,222
Mahoning,5-Dec,140
Mahoning,6-Dec,105
Mahoning,7-Dec,308
Mahoning,8-Dec,240
Mahoning,9-Dec,214
Mahoning,10-Dec,185
Mahoning,11-Dec,166
Mahoning,12-Dec,90
Mahoning,13-Dec,114
Mahoning,14-Dec,200
Mahoning,15-Dec,180
Mahoning,16-Dec,188
Mahoning,17-Dec,185
Mahoning,18-Dec,174
Mahoning,19-Dec,73
Mahoning,20-Dec,61
Mahoning,21-Dec,198
Mahoning,22-Dec,136
Mahoning,23-Dec,123
Mahoning,24-Dec,83
Mahoning,25-Dec,30
Mahoning,26-Dec,99
Mahoning,27-Dec,95
Mahoning,28-Dec,221
Mahoning,29-Dec,213
Mahoning,30-Dec,176
Mahoning,31-Dec,116
Mahoning,1-Jan,39
Mahoning,2-Jan,117
Mahoning,3-Jan,78
Mahoning,4-Jan,206
Mahoning,5-Jan,137
Mahoning,6-Jan,127
Mahoning,7-Jan,114
Mahoning,8-Jan,123
Mahoning,9-Jan,68
Mahoning,10-Jan,60
Mahoning,11-Jan,118
Mahoning,12-Jan,91
Mahoning,13-Jan,82
Mahoning,14-Jan,77
Mahoning,15-Jan,62
Mahoning,16-Jan,22
Mahoning,17-Jan,9
Marion,1-Aug,3
Marion,2-Aug,4
Marion,3-Aug,3
Marion,4-Aug,1
Marion,5-Aug,8
Marion,6-Aug,6
Marion,7-Aug,1
Marion,8-Aug,9
Marion,9-Aug,3
Marion,10-Aug,11
Marion,11-Aug,3
Marion,12-Aug,5
Marion,13-Aug,2
Marion,14-Aug,2
Marion,15-Aug,1
Marion,16-Aug,1
Marion,17-Aug,2
Marion,18-Aug,4
Marion,19-Aug,4
Marion,20-Aug,8
Marion,21-Aug,1
Marion,22-Aug,1
Marion,23-Aug,2
Marion,24-Aug,5
Marion,25-Aug,2
Marion,26-Aug,3
Marion,27-Aug,0
Marion,28-Aug,3
Marion,29-Aug,5
Marion,30-Aug,2
Marion,31-Aug,1
Marion,1-Sep,4
Marion,2-Sep,2
Marion,3-Sep,2
Marion,4-Sep,0
Marion,5-Sep,2
Marion,6-Sep,1
Marion,7-Sep,1
Marion,8-Sep,6
Marion,9-Sep,1
Marion,10-Sep,1
Marion,11-Sep,2
Marion,12-Sep,5
Marion,13-Sep,4
Marion,14-Sep,6
Marion,15-Sep,2
Marion,16-Sep,4
Marion,17-Sep,4
Marion,18-Sep,6
Marion,19-Sep,7
Marion,20-Sep,3
Marion,21-Sep,10
Marion,22-Sep,3
Marion,23-Sep,6
Marion,24-Sep,17
Marion,25-Sep,8
Marion,26-Sep,8
Marion,27-Sep,8
Marion,28-Sep,12
Marion,29-Sep,16
Marion,30-Sep,12
Marion,1-Oct,10
Marion,2-Oct,8
Marion,3-Oct,10
Marion,4-Oct,8
Marion,5-Oct,13
Marion,6-Oct,8
Marion,7-Oct,10
Marion,8-Oct,15
Marion,9-Oct,14
Marion,10-Oct,9
Marion,11-Oct,9
Marion,12-Oct,12
Marion,13-Oct,20
Marion,14-Oct,19
Marion,15-Oct,14
Marion,16-Oct,17
Marion,17-Oct,5
Marion,18-Oct,15
Marion,19-Oct,24
Marion,20-Oct,17
Marion,21-Oct,16
Marion,22-Oct,15
Marion,23-Oct,26
Marion,24-Oct,19
Marion,25-Oct,16
Marion,26-Oct,15
Marion,27-Oct,18
Marion,28-Oct,24
Marion,29-Oct,16
Marion,30-Oct,35
Marion,31-Oct,28
Marion,1-Nov,26
Marion,2-Nov,40
Marion,3-Nov,37
Marion,4-Nov,51
Marion,5-Nov,47
Marion,6-Nov,39
Marion,7-Nov,38
Marion,8-Nov,48
Marion,9-Nov,67
Marion,10-Nov,65
Marion,11-Nov,80
Marion,12-Nov,55
Marion,13-Nov,53
Marion,14-Nov,69
Marion,15-Nov,49
Marion,16-Nov,53
Marion,17-Nov,83
Marion,18-Nov,97
Marion,19-Nov,52
Marion,20-Nov,72
Marion,21-Nov,39
Marion,22-Nov,40
Marion,23-Nov,73
Marion,24-Nov,88
Marion,25-Nov,46
Marion,26-Nov,32
Marion,27-Nov,72
Marion,28-Nov,56
Marion,29-Nov,43
Marion,30-Nov,81
Marion,1-Dec,65
Marion,2-Dec,60
Marion,3-Dec,69
Marion,4-Dec,58
Marion,5-Dec,42
Marion,6-Dec,47
Marion,7-Dec,62
Marion,8-Dec,66
Marion,9-Dec,89
Marion,10-Dec,51
Marion,11-Dec,70
Marion,12-Dec,40
Marion,13-Dec,50
Marion,14-Dec,57
Marion,15-Dec,53
Marion,16-Dec,40
Marion,17-Dec,37
Marion,18-Dec,45
Marion,19-Dec,28
Marion,20-Dec,38
Marion,21-Dec,48
Marion,22-Dec,36
Marion,23-Dec,32
Marion,24-Dec,30
Marion,25-Dec,21
Marion,26-Dec,45
Marion,27-Dec,38
Marion,28-Dec,48
Marion,29-Dec,42
Marion,30-Dec,40
Marion,31-Dec,44
Marion,1-Jan,25
Marion,2-Jan,39
Marion,3-Jan,26
Marion,4-Jan,54
Marion,5-Jan,42
Marion,6-Jan,27
Marion,7-Jan,31
Marion,8-Jan,36
Marion,9-Jan,23
Marion,10-Jan,17
Marion,11-Jan,28
Marion,12-Jan,45
Marion,13-Jan,26
Marion,14-Jan,26
Marion,15-Jan,19
Marion,16-Jan,3
Marion,17-Jan,14
Medina,1-Aug,12
Medina,2-Aug,11
Medina,3-Aug,21
Medina,4-Aug,16
Medina,5-Aug,10
Medina,6-Aug,8
Medina,7-Aug,6
Medina,8-Aug,10
Medina,9-Aug,8
Medina,10-Aug,14
Medina,11-Aug,8
Medina,12-Aug,8
Medina,13-Aug,15
Medina,14-Aug,11
Medina,15-Aug,6
Medina,16-Aug,10
Medina,17-Aug,12
Medina,18-Aug,16
Medina,19-Aug,17
Medina,20-Aug,11
Medina,21-Aug,13
Medina,22-Aug,22
Medina,23-Aug,15
Medina,24-Aug,15
Medina,25-Aug,15
Medina,26-Aug,20
Medina,27-Aug,13
Medina,28-Aug,11
Medina,29-Aug,12
Medina,30-Aug,7
Medina,31-Aug,9
Medina,1-Sep,13
Medina,2-Sep,11
Medina,3-Sep,15
Medina,4-Sep,11
Medina,5-Sep,11
Medina,6-Sep,7
Medina,7-Sep,6
Medina,8-Sep,13
Medina,9-Sep,10
Medina,10-Sep,8
Medina,11-Sep,12
Medina,12-Sep,12
Medina,13-Sep,6
Medina,14-Sep,8
Medina,15-Sep,5
Medina,16-Sep,4
Medina,17-Sep,6
Medina,18-Sep,7
Medina,19-Sep,5
Medina,20-Sep,5
Medina,21-Sep,13
Medina,22-Sep,10
Medina,23-Sep,11
Medina,24-Sep,11
Medina,25-Sep,6
Medina,26-Sep,6
Medina,27-Sep,12
Medina,28-Sep,19
Medina,29-Sep,8
Medina,30-Sep,8
Medina,1-Oct,6
Medina,2-Oct,13
Medina,3-Oct,5
Medina,4-Oct,9
Medina,5-Oct,13
Medina,6-Oct,24
Medina,7-Oct,19
Medina,8-Oct,14
Medina,9-Oct,22
Medina,10-Oct,11
Medina,11-Oct,22
Medina,12-Oct,32
Medina,13-Oct,27
Medina,14-Oct,19
Medina,15-Oct,26
Medina,16-Oct,24
Medina,17-Oct,17
Medina,18-Oct,32
Medina,19-Oct,37
Medina,20-Oct,46
Medina,21-Oct,34
Medina,22-Oct,34
Medina,23-Oct,43
Medina,24-Oct,33
Medina,25-Oct,37
Medina,26-Oct,52
Medina,27-Oct,31
Medina,28-Oct,58
Medina,29-Oct,65
Medina,30-Oct,43
Medina,31-Oct,32
Medina,1-Nov,45
Medina,2-Nov,85
Medina,3-Nov,93
Medina,4-Nov,102
Medina,5-Nov,105
Medina,6-Nov,93
Medina,7-Nov,76
Medina,8-Nov,72
Medina,9-Nov,134
Medina,10-Nov,148
Medina,11-Nov,120
Medina,12-Nov,152
Medina,13-Nov,135
Medina,14-Nov,93
Medina,15-Nov,113
Medina,16-Nov,169
Medina,17-Nov,150
Medina,18-Nov,191
Medina,19-Nov,170
Medina,20-Nov,127
Medina,21-Nov,108
Medina,22-Nov,105
Medina,23-Nov,183
Medina,24-Nov,189
Medina,25-Nov,139
Medina,26-Nov,47
Medina,27-Nov,143
Medina,28-Nov,119
Medina,29-Nov,139
Medina,30-Nov,204
Medina,1-Dec,167
Medina,2-Dec,170
Medina,3-Dec,139
Medina,4-Dec,145
Medina,5-Dec,93
Medina,6-Dec,87
Medina,7-Dec,192
Medina,8-Dec,152
Medina,9-Dec,134
Medina,10-Dec,116
Medina,11-Dec,135
Medina,12-Dec,79
Medina,13-Dec,58
Medina,14-Dec,152
Medina,15-Dec,148
Medina,16-Dec,127
Medina,17-Dec,119
Medina,18-Dec,131
Medina,19-Dec,68
Medina,20-Dec,94
Medina,21-Dec,125
Medina,22-Dec,94
Medina,23-Dec,108
Medina,24-Dec,76
Medina,25-Dec,44
Medina,26-Dec,79
Medina,27-Dec,93
Medina,28-Dec,180
Medina,29-Dec,122
Medina,30-Dec,119
Medina,31-Dec,102
Medina,1-Jan,51
Medina,2-Jan,83
Medina,3-Jan,94
Medina,4-Jan,158
Medina,5-Jan,113
Medina,6-Jan,116
Medina,7-Jan,94
Medina,8-Jan,84
Medina,9-Jan,56
Medina,10-Jan,36
Medina,11-Jan,104
Medina,12-Jan,76
Medina,13-Jan,73
Medina,14-Jan,69
Medina,15-Jan,53
Medina,16-Jan,41
Medina,17-Jan,25
Meigs,1-Aug,1
Meigs,2-Aug,1
Meigs,3-Aug,1
Meigs,4-Aug,2
Meigs,5-Aug,1
Meigs,6-Aug,3
Meigs,7-Aug,11
Meigs,8-Aug,2
Meigs,9-Aug,4
Meigs,10-Aug,5
Meigs,11-Aug,7
Meigs,12-Aug,3
Meigs,13-Aug,7
Meigs,14-Aug,2
Meigs,15-Aug,0
Meigs,16-Aug,1
Meigs,17-Aug,0
Meigs,18-Aug,1
Meigs,19-Aug,3
Meigs,20-Aug,1
Meigs,21-Aug,4
Meigs,22-Aug,4
Meigs,23-Aug,2
Meigs,24-Aug,8
Meigs,25-Aug,22
Meigs,26-Aug,4
Meigs,27-Aug,3
Meigs,28-Aug,1
Meigs,29-Aug,0
Meigs,30-Aug,1
Meigs,31-Aug,4
Meigs,1-Sep,2
Meigs,2-Sep,14
Meigs,3-Sep,2
Meigs,4-Sep,2
Meigs,5-Sep,1
Meigs,6-Sep,0
Meigs,7-Sep,0
Meigs,8-Sep,1
Meigs,9-Sep,1
Meigs,10-Sep,5
Meigs,11-Sep,0
Meigs,12-Sep,0
Meigs,13-Sep,1
Meigs,14-Sep,0
Meigs,15-Sep,1
Meigs,16-Sep,1
Meigs,17-Sep,2
Meigs,18-Sep,3
Meigs,19-Sep,0
Meigs,20-Sep,0
Meigs,21-Sep,0
Meigs,22-Sep,1
Meigs,23-Sep,1
Meigs,24-Sep,1
Meigs,25-Sep,0
Meigs,26-Sep,3
Meigs,27-Sep,1
Meigs,28-Sep,2
Meigs,29-Sep,3
Meigs,30-Sep,0
Meigs,1-Oct,1
Meigs,2-Oct,1
Meigs,3-Oct,2
Meigs,4-Oct,1
Meigs,5-Oct,2
Meigs,6-Oct,1
Meigs,7-Oct,0
Meigs,8-Oct,0
Meigs,9-Oct,3
Meigs,10-Oct,0
Meigs,11-Oct,3
Meigs,12-Oct,1
Meigs,13-Oct,3
Meigs,14-Oct,3
Meigs,15-Oct,0
Meigs,16-Oct,2
Meigs,17-Oct,2
Meigs,18-Oct,1
Meigs,19-Oct,1
Meigs,20-Oct,1
Meigs,21-Oct,1
Meigs,22-Oct,3
Meigs,23-Oct,5
Meigs,24-Oct,2
Meigs,25-Oct,1
Meigs,26-Oct,6
Meigs,27-Oct,2
Meigs,28-Oct,10
Meigs,29-Oct,2
Meigs,30-Oct,5
Meigs,31-Oct,5
Meigs,1-Nov,1
Meigs,2-Nov,3
Meigs,3-Nov,3
Meigs,4-Nov,6
Meigs,5-Nov,7
Meigs,6-Nov,0
Meigs,7-Nov,6
Meigs,8-Nov,2
Meigs,9-Nov,8
Meigs,10-Nov,4
Meigs,11-Nov,7
Meigs,12-Nov,5
Meigs,13-Nov,12
Meigs,14-Nov,7
Meigs,15-Nov,11
Meigs,16-Nov,10
Meigs,17-Nov,10
Meigs,18-Nov,16
Meigs,19-Nov,8
Meigs,20-Nov,6
Meigs,21-Nov,10
Meigs,22-Nov,8
Meigs,23-Nov,10
Meigs,24-Nov,16
Meigs,25-Nov,17
Meigs,26-Nov,7
Meigs,27-Nov,11
Meigs,28-Nov,11
Meigs,29-Nov,16
Meigs,30-Nov,16
Meigs,1-Dec,27
Meigs,2-Dec,18
Meigs,3-Dec,13
Meigs,4-Dec,13
Meigs,5-Dec,19
Meigs,6-Dec,13
Meigs,7-Dec,16
Meigs,8-Dec,21
Meigs,9-Dec,14
Meigs,10-Dec,9
Meigs,11-Dec,7
Meigs,12-Dec,9
Meigs,13-Dec,7
Meigs,14-Dec,18
Meigs,15-Dec,7
Meigs,16-Dec,13
Meigs,17-Dec,14
Meigs,18-Dec,7
Meigs,19-Dec,6
Meigs,20-Dec,6
Meigs,21-Dec,9
Meigs,22-Dec,9
Meigs,23-Dec,11
Meigs,24-Dec,7
Meigs,25-Dec,2
Meigs,26-Dec,15
Meigs,27-Dec,20
Meigs,28-Dec,16
Meigs,29-Dec,10
Meigs,30-Dec,8
Meigs,31-Dec,6
Meigs,1-Jan,7
Meigs,2-Jan,6
Meigs,3-Jan,15
Meigs,4-Jan,19
Meigs,5-Jan,11
Meigs,6-Jan,5
Meigs,7-Jan,10
Meigs,8-Jan,12
Meigs,9-Jan,8
Meigs,10-Jan,8
Meigs,11-Jan,17
Meigs,12-Jan,7
Meigs,13-Jan,5
Meigs,14-Jan,11
Meigs,15-Jan,7
Meigs,16-Jan,4
Meigs,17-Jan,0
Mercer,1-Aug,12
Mercer,2-Aug,7
Mercer,3-Aug,11
Mercer,4-Aug,21
Mercer,5-Aug,25
Mercer,6-Aug,12
Mercer,7-Aug,14
Mercer,8-Aug,11
Mercer,9-Aug,9
Mercer,10-Aug,8
Mercer,11-Aug,7
Mercer,12-Aug,11
Mercer,13-Aug,12
Mercer,14-Aug,7
Mercer,15-Aug,10
Mercer,16-Aug,9
Mercer,17-Aug,13
Mercer,18-Aug,9
Mercer,19-Aug,13
Mercer,20-Aug,10
Mercer,21-Aug,7
Mercer,22-Aug,4
Mercer,23-Aug,10
Mercer,24-Aug,10
Mercer,25-Aug,10
Mercer,26-Aug,12
Mercer,27-Aug,11
Mercer,28-Aug,9
Mercer,29-Aug,5
Mercer,30-Aug,7
Mercer,31-Aug,13
Mercer,1-Sep,8
Mercer,2-Sep,10
Mercer,3-Sep,12
Mercer,4-Sep,12
Mercer,5-Sep,13
Mercer,6-Sep,4
Mercer,7-Sep,7
Mercer,8-Sep,15
Mercer,9-Sep,10
Mercer,10-Sep,10
Mercer,11-Sep,14
Mercer,12-Sep,5
Mercer,13-Sep,6
Mercer,14-Sep,16
Mercer,15-Sep,12
Mercer,16-Sep,12
Mercer,17-Sep,15
Mercer,18-Sep,8
Mercer,19-Sep,8
Mercer,20-Sep,12
Mercer,21-Sep,12
Mercer,22-Sep,13
Mercer,23-Sep,14
Mercer,24-Sep,10
Mercer,25-Sep,19
Mercer,26-Sep,14
Mercer,27-Sep,7
Mercer,28-Sep,23
Mercer,29-Sep,14
Mercer,30-Sep,11
Mercer,1-Oct,11
Mercer,2-Oct,19
Mercer,3-Oct,12
Mercer,4-Oct,10
Mercer,5-Oct,17
Mercer,6-Oct,19
Mercer,7-Oct,10
